State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Assam,DARRANG,2008,Rabi       ,Masoor,845,592
Arunachal Pradesh,LOWER DIBANG VALLEY,2014,Whole Year ,Turmeric,114,842
Karnataka,MANDYA,2006,Rabi       ,Urad,50,26
Uttarakhand,DEHRADUN,2006,Whole Year ,Sugarcane,4855,309749
Madhya Pradesh,KHANDWA,2011,Whole Year ,Sunflower,15,5
Karnataka,BELGAUM,1998,Kharif     ,Horse-gram,12026,3782
Tamil Nadu,VELLORE,2008,Whole Year ,Urad,1448,456
Karnataka,CHIKMAGALUR,2000,Whole Year ,Garlic,10,24
Rajasthan,SAWAI MADHOPUR,2001,Rabi       ,Rapeseed &Mustard,120515,104260
Uttar Pradesh,FIROZABAD,2003,Kharif     ,Sesamum,305,40
Madhya Pradesh,CHHATARPUR,2007,Rabi       ,Masoor,7659,1639
Karnataka,HASSAN,2005,Rabi       ,Rapeseed &Mustard,204,55
Assam,LAKHIMPUR,2012,Autumn     ,Rice,14829,16891
Maharashtra,NASHIK,2008,Kharif     ,Soyabean,39700,51100
Madhya Pradesh,BARWANI,2007,Kharif     ,Rice,2121,862
Karnataka,BANGALORE RURAL,2006,Rabi       ,Ragi,257,513
Kerala,ALAPPUZHA,1999,Whole Year ,Black pepper,1943,242
Bihar,MADHEPURA,2014,Kharif     ,Small millets,30,23
Rajasthan,CHURU,1997,Rabi       ,Rapeseed &Mustard,57000,41400
Assam,BONGAIGAON,1998,Whole Year ,Sweet potato,380,1140
Maharashtra,KOLHAPUR,2008,Kharif     ,Arhar/Tur,2400,1100
Punjab,BATHINDA,1998,Kharif     ,Moong(Green Gram),2500,1300
Maharashtra,WASHIM,2000,Kharif     ,Cotton(lint),105700,53500
Maharashtra,GONDIA,1999,Kharif     ,Urad,500,100
Odisha,SUNDARGARH,2002,Whole Year ,Turmeric,720,1700
Rajasthan,BARAN,2010,Kharif     ,Other Kharif pulses,2,1
Madhya Pradesh,DATIA,2011,Kharif     ,Arhar/Tur,1408,545
Bihar,GAYA,1997,Kharif     ,Castor seed,36,20
Telangana ,ADILABAD,2003,Whole Year ,Mango,3649,11117
Uttar Pradesh,BAGHPAT,2007,Kharif     ,Dry ginger,6,14
Madhya Pradesh,KHARGONE,2005,Rabi       ,Linseed,40,14
Madhya Pradesh,MANDSAUR,2012,Whole Year ,Coriander,23337,13768
Assam,LAKHIMPUR,2011,Rabi       ,Peas & beans (Pulses),990,443
Madhya Pradesh,INDORE,2004,Whole Year ,Turmeric,1,1
Tamil Nadu,SALEM,2007,Whole Year ,Sunflower,1009,2351
Tamil Nadu,TIRUPPUR,2013,Rabi       ,Groundnut,854,3466
Maharashtra,SATARA,2001,Rabi       ,Sunflower,800,500
Chhattisgarh,RAIGARH,2003,Kharif     ,Ragi,1,0
Madhya Pradesh,INDORE,2012,Kharif     ,Maize,5317,8766
Uttar Pradesh,MAHOBA,2012,Rabi       ,Gram,63321,57995
Gujarat,JUNAGADH,2009,Kharif     ,Cotton(lint),50600,258700
Karnataka,BENGALURU URBAN,1998,Kharif     ,Ragi,47929,102625
Rajasthan,JHUNJHUNU,2007,Whole Year ,Potato,10,20
Telangana ,RANGAREDDI,1997,Rabi       ,Jowar,23400,15000
Uttar Pradesh,SULTANPUR,2006,Kharif     ,Sweet potato,1537,20978
Sikkim,WEST DISTRICT,2014,Rabi       ,Rapeseed &Mustard,740,610
Uttar Pradesh,KANNAUJ,2002,Summer     ,Urad,1680,1411
Madhya Pradesh,PANNA,2005,Whole Year ,Onion,459,3846
Himachal Pradesh,SOLAN,2002,Kharif     ,Rice,3377,5377
Rajasthan,GANGANAGAR,2003,Kharif     ,Groundnut,2250,2170
Uttar Pradesh,SONBHADRA,2009,Rabi       ,Potato,825,20514
Andhra Pradesh,KRISHNA,2011,Kharif     ,Moong(Green Gram),6930,5163
Uttar Pradesh,MAHOBA,2009,Kharif     ,Guar seed,14,12
Chhattisgarh,KOREA,2009,Rabi       ,Moong(Green Gram),3,0
Tamil Nadu,NAGAPATTINAM,2005,Kharif     ,Cotton(lint),2131,4541
Uttar Pradesh,LALITPUR,2005,Whole Year ,Sweet potato,50,654
Karnataka,DHARWAD,2011,Kharif     ,Jowar,4612,3035
Madhya Pradesh,SINGRAULI,2012,Rabi       ,Khesari,104,94
Nagaland,ZUNHEBOTO,2004,Rabi       ,Linseed,600,280
Odisha,KENDUJHAR,1999,Winter     ,Rice,151000,121000
West Bengal,BIRBHUM,2006,Rabi       ,Barley,73,74
Bihar,NAWADA,2008,Kharif     ,Other Kharif pulses,1,1
Uttarakhand,CHAMOLI,2009,Rabi       ,Barley,1628,2157
Uttarakhand,NAINITAL,2006,Kharif     ,Maize,4114,5819
Punjab,FARIDKOT,2013,Kharif     ,Moong(Green Gram),2000,2000
Assam,KARBI ANGLONG,2009,Kharif     ,Sesamum,2812,2048
Chhattisgarh,BALRAMPUR,2012,Whole Year ,Coriander,216,47
Uttarakhand,NAINITAL,2014,Whole Year ,Ginger,283,3075
Chhattisgarh,KORBA,2011,Rabi       ,Gram,325,285
Bihar,BEGUSARAI,2003,Rabi       ,Gram,70,67
Bihar,PURNIA,1999,Rabi       ,Wheat,50304,96274
Uttar Pradesh,BAREILLY,2001,Kharif     ,Urad,4040,2040
Uttar Pradesh,GHAZIABAD,1999,Whole Year ,Onion,61,860
Tamil Nadu,VIRUDHUNAGAR,2000,Whole Year ,Sugarcane,3475,361441
Manipur,TAMENGLONG,2002,Whole Year ,Pineapple,750,5720
Karnataka,KOLAR,2011,Rabi       ,Groundnut,15,12
Maharashtra,NANDED,2011,Kharif     ,Maize,500,600
Maharashtra,AKOLA,2004,Whole Year ,Sugarcane,500,19200
Uttar Pradesh,KHERI,2000,Rabi       ,Peas & beans (Pulses),815,814
Uttar Pradesh,KUSHI NAGAR,2012,Kharif     ,Moong(Green Gram),9,5
Bihar,SIWAN,2013,Kharif     ,Small millets,199,150
West Bengal,BANKURA,2002,Summer     ,Rice,37953,113138
Meghalaya,WEST GARO HILLS,2011,Whole Year ,Turmeric,392,1962
Rajasthan,NAGAUR,1998,Whole Year ,Coriander,14,12
Telangana ,ADILABAD,2013,Rabi       ,Horse-gram,25,12
Rajasthan,NAGAUR,2002,Whole Year ,Garlic,96,131
Madhya Pradesh,RAISEN,1999,Kharif     ,Sesamum,1506,534
Gujarat,SABAR KANTHA,2002,Kharif     ,Bajra,9100,9800
Karnataka,DAKSHIN KANNAD,2008,Whole Year ,Sweet potato,211,1636
Karnataka,CHAMARAJANAGAR,2002,Whole Year ,Banana,1878,38490
Andhra Pradesh,GUNTUR,2003,Rabi       ,Small millets,46,25
Odisha,BALANGIR,2000,Kharif     ,Jowar,1000,510
Uttar Pradesh,KHERI,2014,Kharif     ,Guar seed,39,32
Andhra Pradesh,SPSR NELLORE,2001,Kharif     ,Maize,98,262
Maharashtra,AHMEDNAGAR,2008,Rabi       ,Gram,90500,65700
Himachal Pradesh,SHIMLA,2000,Kharif     ,Other Kharif pulses,1801,380
Andhra Pradesh,VIZIANAGARAM,2007,Kharif     ,Sesamum,25000,2000
Madhya Pradesh,SEHORE,1998,Rabi       ,Linseed,4700,3000
Chhattisgarh,RAIGARH,2012,Rabi       ,Rapeseed &Mustard,1507,773
Nagaland,MON,2000,Whole Year ,Tea,30,140
Karnataka,BELLARY,2011,Summer     ,Dry chillies,523,1831
Tamil Nadu,NAGAPATTINAM,2012,Kharif     ,Groundnut,1730,4968
Assam,KARIMGANJ,2005,Whole Year ,Sweet potato,120,456
Chhattisgarh,DHAMTARI,2013,Kharif     ,Other Kharif pulses,144,50
Bihar,ARARIA,2000,Kharif     ,Sesamum,30,15
Karnataka,KOLAR,2008,Kharif     ,Dry chillies,394,366
Assam,DHUBRI,1999,Kharif     ,Jute,16196,122374
Chhattisgarh,DURG,2010,Whole Year ,Sugarcane,1408,4334
Tamil Nadu,TUTICORIN,2012,Kharif     ,Rice,6234,24375
Tripura,SOUTH TRIPURA,2014,Rabi       ,Peas & beans (Pulses),276,236
West Bengal,BARDHAMAN,2014,Summer     ,Maize,276,555
Andhra Pradesh,SPSR NELLORE,2008,Rabi       ,Gram,10513,12353
Maharashtra,SATARA,2005,Kharif     ,Moong(Green Gram),4900,2500
Bihar,MUNGER,2009,Winter     ,Rice,29454,30874
Uttar Pradesh,ALLAHABAD,2002,Kharif     ,Maize,140,193
Punjab,GURDASPUR,2010,Kharif     ,Rice,204000,705000
Karnataka,TUMKUR,1999,Summer     ,Ragi,4266,8527
Chhattisgarh,BASTAR,2014,Kharif     ,Other Kharif pulses,156,14
Karnataka,KOPPAL,2010,Kharif     ,Sunflower,18208,9291
Madhya Pradesh,SHIVPURI,2001,Kharif     ,Maize,19771,43671
Karnataka,CHITRADURGA,2004,Rabi       ,Other  Rabi pulses,8,1
Kerala,KOZHIKODE,2011,Whole Year ,Banana,1533.27,12477.5
Gujarat,PATAN,2007,Rabi       ,Rapeseed &Mustard,52000,82700
West Bengal,MURSHIDABAD,2011,Rabi       ,Barley,480,636
Uttar Pradesh,ETAH,2007,Kharif     ,Bajra,83549,160452
Uttar Pradesh,MEERUT,2000,Kharif     ,Cotton(lint),74,94
Mizoram,MAMIT,2005,Kharif     ,Groundnut,6,5
Kerala,KOTTAYAM,2014,Whole Year ,Arecanut,1579,1214
Odisha,DHENKANAL,1997,Summer     ,Paddy,3569,7593
Odisha,SONEPUR,2005,Winter     ,Sugarcane,78,4752
Tamil Nadu,PERAMBALUR,2000,Whole Year ,Turmeric,216,1321
Uttar Pradesh,KUSHI NAGAR,2002,Kharif     ,Sesamum,25,4
Rajasthan,SAWAI MADHOPUR,2001,Kharif     ,Soyabean,1436,1567
Madhya Pradesh,GUNA,2005,Rabi       ,Peas & beans (Pulses),267,153
Karnataka,DHARWAD,1998,Rabi       ,Rice,2,3
Nagaland,ZUNHEBOTO,2000,Kharif     ,Moong(Green Gram),250,220
Tamil Nadu,NAGAPATTINAM,2003,Whole Year ,Bitter Gourd,6,0
Bihar,AURANGABAD,2010,Summer     ,Maize,9,36
Meghalaya,EAST KHASI HILLS,1998,Kharif     ,Soyabean,169,144
Karnataka,CHAMARAJANAGAR,2007,Summer     ,Ragi,350,603
Meghalaya,WEST GARO HILLS,2010,Rabi       ,Other  Rabi pulses,590,492
Assam,KAMRUP METRO,2005,Kharif     ,Jute,69,969
Assam,CACHAR,2010,Kharif     ,Small millets,20,10
Chhattisgarh,DURG,2010,Kharif     ,Soyabean,37298,39291
Bihar,SUPAUL,2002,Whole Year ,Coriander,124,81
Jammu and Kashmir ,KATHUA,2002,Kharif     ,Urad,3878,1167
Madhya Pradesh,SHAJAPUR,2010,Kharif     ,Arhar/Tur,3329,714
West Bengal,COOCHBEHAR,2014,Rabi       ,Groundnut,350,525
Andhra Pradesh,SPSR NELLORE,2012,Rabi       ,Moong(Green Gram),3375,2234
Karnataka,KOLAR,2000,Whole Year ,Dry chillies,1792,1439
West Bengal,DINAJPUR UTTAR,1997,Whole Year ,Small millets,539,435
Uttar Pradesh,BUDAUN,1999,Summer     ,Urad,72,35
Karnataka,CHITRADURGA,2012,Kharif     ,Dry chillies,1139,240
Bihar,SHEOHAR,2010,Kharif     ,Arhar/Tur,130,228
Bihar,PATNA,2001,Rabi       ,Khesari,20146,19743
Chhattisgarh,RAIGARH,2006,Whole Year ,Turmeric,156,123
Bihar,KISHANGANJ,2010,Rabi       ,Wheat,20445,24875
Sikkim,WEST DISTRICT,2000,Kharif     ,Small millets,1615,1529
Andhra Pradesh,VIZIANAGARAM,2011,Kharif     ,Castor seed,4,2
Punjab,HOSHIARPUR,2009,Rabi       ,Masoor,300,100
Karnataka,CHITRADURGA,2000,Summer     ,Sunflower,938,539
Maharashtra,NASHIK,2002,Kharif     ,Sesamum,700,300
Madhya Pradesh,MORENA,2003,Kharif     ,Jowar,496,498
Bihar,PURBI CHAMPARAN,2001,Kharif     ,Sesamum,305,192
Madhya Pradesh,TIKAMGARH,2007,Kharif     ,Bajra,1,1
Odisha,SUNDARGARH,2007,Autumn     ,Groundnut,994,1037.7
Rajasthan,JHALAWAR,2008,Whole Year ,Coriander,96940,92187
Madhya Pradesh,TIKAMGARH,1999,Kharif     ,Sesamum,17319,5137
Uttar Pradesh,SANT RAVIDAS NAGAR,2006,Rabi       ,Wheat,37926,92691
Bihar,BHAGALPUR,2006,Rabi       ,Wheat,44159,73965
Meghalaya,WEST GARO HILLS,2004,Whole Year ,Banana,1646,19266
Rajasthan,JHALAWAR,2001,Kharif     ,Sesamum,444,145
Madhya Pradesh,DHAR,2002,Whole Year ,Tobacco,2,1
Madhya Pradesh,BHIND,2009,Whole Year ,Garlic,14,36
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Ragi,909,1312
Uttar Pradesh,BUDAUN,2014,Kharif     ,Jowar,64,61
Maharashtra,AHMEDNAGAR,2010,Kharif     ,Cotton(lint),101700,221100
Punjab,BATHINDA,2011,Rabi       ,Gram,2000,2000
West Bengal,PURULIA,1998,Rabi       ,Wheat,3736,5530
Odisha,BARGARH,1999,Rabi       ,Garlic,560,1780
Maharashtra,SATARA,2004,Kharif     ,Niger seed,2200,700
Madhya Pradesh,GWALIOR,2010,Rabi       ,Rapeseed &Mustard,64410,74973
Madhya Pradesh,KHANDWA,2002,Whole Year ,Dry chillies,4455,3773
Karnataka,BELGAUM,2013,Rabi       ,Ragi,62,90
Telangana ,MEDAK,2009,Whole Year ,Banana,798,24058
Uttar Pradesh,BASTI,2009,Rabi       ,Onion,66,1134
Maharashtra,KOLHAPUR,2005,Summer     ,Rice,600,1700
West Bengal,HOWRAH,2006,Rabi       ,Rapeseed &Mustard,1098,651
Tripura,WEST TRIPURA,2003,Rabi       ,Wheat,305,605
Rajasthan,DAUSA,2002,Kharif     ,Small millets,4,1
Jammu and Kashmir ,JAMMU,2002,Whole Year ,Potato,140,1744
Uttar Pradesh,KAUSHAMBI,2013,Summer     ,Onion,131,1763
Maharashtra,AHMEDNAGAR,1997,Kharif     ,Bajra,274100,152800
Rajasthan,JAISALMER,2000,Whole Year ,Dry chillies,223,89
Bihar,BHOJPUR,2006,Kharif     ,Moong(Green Gram),50,29
Madhya Pradesh,KATNI,2007,Rabi       ,Wheat,44918,39595
Tamil Nadu,DINDIGUL,2005,Whole Year ,Banana,3756,184436
Arunachal Pradesh,UPPER SUBANSIRI,2009,Whole Year ,Sugarcane,35,879
Madhya Pradesh,BHOPAL,2013,Kharif     ,Groundnut,318,327
Odisha,SUNDARGARH,1997,Summer     ,Paddy,2881,3943
Uttar Pradesh,BASTI,2012,Rabi       ,Onion,51,1173
Jharkhand,RANCHI,2002,Winter     ,Rice,124414.03,153692.9
Bihar,BHAGALPUR,1999,Rabi       ,Safflower,8,5
Uttar Pradesh,MAHARAJGANJ,2013,Rabi       ,Wheat,148850,500136
Arunachal Pradesh,TIRAP,2004,Kharif     ,Maize,2740,3310
Tamil Nadu,THIRUVALLUR,1999,Whole Year ,Sweet potato,1,12
Madhya Pradesh,RATLAM,2007,Whole Year ,Onion,1189,30196
Maharashtra,JALNA,2009,Rabi       ,Wheat,21500,40100
Uttar Pradesh,SAHARANPUR,1998,Kharif     ,Rice,76479,185236
Assam,KAMRUP,2000,Whole Year ,Tobacco,279,100
Assam,MARIGAON,2004,Summer     ,Rice,38000,85196
Uttar Pradesh,SHAHJAHANPUR,2004,Whole Year ,Garlic,83,359
West Bengal,BIRBHUM,2010,Summer     ,Groundnut,61,90
Jharkhand,GUMLA,2005,Rabi       ,Gram,352.54,201.65
Karnataka,DHARWAD,1999,Kharif     ,Cotton(lint),95340,67640
Uttar Pradesh,AGRA,2013,Rabi       ,Wheat,132340,490452
Tamil Nadu,THE NILGIRIS,2003,Kharif     ,Jowar,1,1
Madhya Pradesh,GUNA,2009,Whole Year ,Sesamum,787,464
West Bengal,MEDINIPUR EAST,2005,Rabi       ,Masoor,22,13
Tripura,DHALAI,2010,Rabi       ,Peas & beans (Pulses),104,87
Himachal Pradesh,MANDI,2001,Kharif     ,Masoor,167,33
Bihar,GOPALGANJ,2005,Kharif     ,Urad,165,126
Uttar Pradesh,GHAZIPUR,2012,Summer     ,Sunflower,23,18
Gujarat,BHAVNAGAR,2001,Kharif     ,Sesamum,49400,37100
Uttar Pradesh,SIDDHARTH NAGAR,2014,Rabi       ,Barley,6,10
West Bengal,MEDINIPUR WEST,2011,Kharif     ,Castor seed,70,42
Chhattisgarh,BASTAR,2002,Kharif     ,Castor seed,9,3
Chhattisgarh,DANTEWADA,2004,Rabi       ,Peas & beans (Pulses),1,0
Tamil Nadu,DINDIGUL,2013,Whole Year ,Tobacco,869,1317
Andhra Pradesh,PRAKASAM,2000,Kharif     ,Bajra,28546,42876
Madhya Pradesh,KHARGONE,2006,Rabi       ,Peas & beans (Pulses),39,23
Bihar,BHAGALPUR,2010,Kharif     ,Arhar/Tur,751,940
Maharashtra,SATARA,2002,Kharif     ,Groundnut,58300,68400
Tamil Nadu,PERAMBALUR,2002,Whole Year ,Grapes,1,15
Bihar,BUXAR,2006,Kharif     ,Urad,298,231
Karnataka,UTTAR KANNAD,2001,Summer     ,Rice,1412,2638
Haryana,HISAR,2002,Kharif     ,Cotton(lint),142580,330000
Nagaland,DIMAPUR,2004,Rabi       ,Linseed,1500,3310
Madhya Pradesh,CHHINDWARA,1998,Rabi       ,Wheat,101800,171200
Telangana ,KARIMNAGAR,2010,Whole Year ,Ginger,24,224
Madhya Pradesh,RAISEN,2003,Whole Year ,Onion,458,5422
Sikkim,SOUTH DISTRICT,2001,Rabi       ,Barley,250,190
Madhya Pradesh,DAMOH,2002,Whole Year ,Garlic,104,372
West Bengal,HOOGHLY,2008,Whole Year ,Sugarcane,431,52531
Madhya Pradesh,CHHINDWARA,2009,Whole Year ,Cotton(lint),27383,27185
Odisha,NUAPADA,2013,Winter     ,Sugarcane,8,233
Chhattisgarh,BASTAR,2001,Whole Year ,Sannhamp,79,30
Assam,KAMRUP,2012,Kharif     ,Papaya,403,9033
Punjab,FARIDKOT,2005,Rabi       ,Gram,100,100
Uttar Pradesh,AMBEDKAR NAGAR,2001,Rabi       ,Peas & beans (Pulses),5483,3986
Uttar Pradesh,AGRA,2013,Rabi       ,Masoor,1304,1252
Assam,SIVASAGAR,2007,Rabi       ,Peas & beans (Pulses),469,304
Uttar Pradesh,ETAH,2014,Rabi       ,Coriander,16,8
Chhattisgarh,RAIPUR,2001,Rabi       ,Rapeseed &Mustard,759,251
Uttar Pradesh,ETAH,2014,Rabi       ,Onion,67,1025
Maharashtra,THANE,2003,Kharif     ,Moong(Green Gram),800,600
Madhya Pradesh,RATLAM,2008,Kharif     ,Rice,1778,1280
Uttar Pradesh,BALLIA,2014,Rabi       ,Masoor,15767,14569
Odisha,BALESHWAR,2007,Winter     ,Sugarcane,100,3498.5
West Bengal,NADIA,2008,Rabi       ,Wheat,35916,84321
Bihar,SUPAUL,2011,Autumn     ,Rice,33647,29926
Karnataka,KOLAR,2010,Kharif     ,Horse-gram,127,81
Uttar Pradesh,CHITRAKOOT,2012,Kharif     ,Maize,73,135
West Bengal,JALPAIGURI,2001,Kharif     ,Arhar/Tur,15,12
Gujarat,MAHESANA,2011,Rabi       ,Other Cereals & Millets,2200,2400
Maharashtra,AMRAVATI,2012,Rabi       ,Gram,80300,100300
Karnataka,HAVERI,2005,Rabi       ,Onion,121,1254
Madhya Pradesh,SHAJAPUR,2010,Rabi       ,Rapeseed &Mustard,7023,7201
Assam,UDALGURI,2006,Whole Year ,Coconut ,514,3059000
Rajasthan,GANGANAGAR,2006,Whole Year ,Dry chillies,35,35
Assam,DARRANG,2006,Kharif     ,Small millets,103,68
West Bengal,MEDINIPUR WEST,2000,Whole Year ,Potato,39842,1154904
Karnataka,BENGALURU URBAN,2011,Kharif     ,Maize,633,1963
Karnataka,BENGALURU URBAN,2002,Summer     ,Maize,87,222
Uttar Pradesh,UNNAO,2007,Kharif     ,Arhar/Tur,3692,5023
Gujarat,MAHESANA,2009,Rabi       ,Tobacco,100,200
Tripura,DHALAI,2012,Rabi       ,Gram,6,4
Bihar,BUXAR,2009,Rabi       ,Linseed,772,653
Madhya Pradesh,MANDLA,2010,Rabi       ,Gram,16368,8623
Odisha,KALAHANDI,2000,Kharif     ,Urad,5062,679.3
Bihar,JAMUI,2014,Rabi       ,Rapeseed &Mustard,693,938
Tamil Nadu,RAMANATHAPURAM,2002,Kharif     ,Varagu,1,1
Andhra Pradesh,EAST GODAVARI,2006,Rabi       ,Onion,85,1014
Himachal Pradesh,KULLU,2001,Rabi       ,Rapeseed &Mustard,922,538
Nagaland,KIPHIRE,2011,Kharif     ,Rice,9730,18110
Uttar Pradesh,ETAH,2010,Kharif     ,Urad,739,499
Odisha,BARGARH,2001,Whole Year ,Potato,364,3678.2
Bihar,MADHEPURA,2014,Kharif     ,Moong(Green Gram),145,74
Rajasthan,PALI,1998,Kharif     ,Soyabean,1,1
Uttar Pradesh,KANNAUJ,2003,Kharif     ,Sesamum,1318,171
Assam,DIBRUGARH,2006,Whole Year ,Potato,588,4263
Meghalaya,WEST KHASI HILLS,2013,Kharif     ,Sweet potato,1132,3958
Madhya Pradesh,NARSINGHPUR,2008,Whole Year ,Sugarcane,18642,934340
Gujarat,JAMNAGAR,2009,Kharif     ,Maize,1100,1000
Bihar,GAYA,2008,Kharif     ,Potato,4086,30645
Tamil Nadu,CUDDALORE,2006,Whole Year ,Moong(Green Gram),1024,591
Assam,DIBRUGARH,2011,Whole Year ,Sugarcane,96,3557
Odisha,GANJAM,2005,Autumn     ,Sesamum,4,0.7
Bihar,BHOJPUR,1997,Kharif     ,Jowar,849,705
Bihar,KHAGARIA,2003,Rabi       ,Khesari,795,797
Andhra Pradesh,VIZIANAGARAM,2013,Kharif     ,Small millets,499,282
Gujarat,BHAVNAGAR,2008,Rabi       ,Gram,3000,3000
Telangana ,MEDAK,2014,Rabi       ,Groundnut,771,922
Uttar Pradesh,SITAPUR,2003,Kharif     ,Jowar,6776,6736
Rajasthan,CHURU,2005,Rabi       ,Rapeseed &Mustard,22656,7899
Karnataka,KOPPAL,2002,Kharif     ,Rice,38244,154793
Kerala,ERNAKULAM,1999,Whole Year ,Banana,4200,41312
Karnataka,DAVANGERE,1999,Kharif     ,Small millets,2643,915
Tamil Nadu,TIRUPPUR,2008,Whole Year ,Moong(Green Gram),3608,0
Madhya Pradesh,VIDISHA,2001,Rabi       ,Safflower,1,0.01
Uttar Pradesh,MAU,2013,Rabi       ,Barley,2124,5326
Odisha,KORAPUT,2012,Winter     ,Rapeseed &Mustard,41,7
Gujarat,KACHCHH,2010,Summer     ,Groundnut,25500,56400
Madhya Pradesh,DATIA,2008,Kharif     ,Sannhamp,12,4
Tamil Nadu,VELLORE,2013,Whole Year ,Cardamom,7,0
Bihar,SUPAUL,1998,Whole Year ,Banana,587,4379
Telangana ,NIZAMABAD,2006,Rabi       ,Gram,12655,17335
Karnataka,MANDYA,2008,Rabi       ,Moong(Green Gram),95,24
Andhra Pradesh,CHITTOOR,1997,Rabi       ,Horse-gram,1200,400
Madhya Pradesh,DAMOH,2009,Whole Year ,Wheat,72082,136316
West Bengal,BARDHAMAN,2012,Summer     ,Sesamum,11877,11955
Maharashtra,KOLHAPUR,2004,Whole Year ,Cotton(lint),100,100
Telangana ,ADILABAD,2010,Rabi       ,Dry chillies,480,1435
Andhra Pradesh,KADAPA,2004,Rabi       ,Gram,35568,28988
Bihar,BHOJPUR,2005,Whole Year ,Coriander,20,16
Assam,UDALGURI,2012,Rabi       ,Urad,2146,1209
Uttar Pradesh,ALIGARH,2009,Kharif     ,Sweet potato,293,3985
Gujarat,SABAR KANTHA,2010,Kharif     ,Urad,8700,5600
Arunachal Pradesh,TAWANG,1998,Kharif     ,Soyabean,145,214
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Jowar,11871,14269
Chhattisgarh,KOREA,2001,Kharif     ,Small millets,12987,3353
Karnataka,DHARWAD,2009,Summer     ,Dry chillies,56,258
Gujarat,PATAN,2005,Rabi       ,Wheat,21600,55000
Chhattisgarh,KONDAGAON,2012,Rabi       ,Gram,423,583
Bihar,AURANGABAD,2006,Kharif     ,Sesamum,24,18
Rajasthan,BUNDI,2008,Kharif     ,Groundnut,505,842
Madhya Pradesh,VIDISHA,2012,Whole Year ,Potato,184,2030
Telangana ,NALGONDA,2004,Kharif     ,Moong(Green Gram),59290,31661
Uttar Pradesh,BASTI,2007,Kharif     ,Maize,3944,5668
Madhya Pradesh,REWA,2003,Rabi       ,Barley,5586,3203
West Bengal,NADIA,2002,Summer     ,Moong(Green Gram),831,340
Himachal Pradesh,CHAMBA,2005,Kharif     ,Other Kharif pulses,983,221
Madhya Pradesh,SAGAR,2011,Whole Year ,Onion,3563,65132
Uttar Pradesh,AMBEDKAR NAGAR,2014,Kharif     ,Sweet potato,9,111
Jammu and Kashmir ,RAJAURI,2014,Kharif     ,Other Cereals & Millets,3,2
Andhra Pradesh,SPSR NELLORE,2001,Rabi       ,Jowar,162,120
Uttar Pradesh,JALAUN,2006,Rabi       ,Barley,6727,7369
Maharashtra,SANGLI,2007,Rabi       ,Jowar,1386,902
Gujarat,ANAND,2003,Kharif     ,Sesamum,1300,800
Tamil Nadu,VILLUPURAM,1999,Whole Year ,Cashewnut,2969,852
West Bengal,MEDINIPUR WEST,2007,Winter     ,Rice,441316,1156246
Madhya Pradesh,SEHORE,2010,Rabi       ,Gram,118059,80280
Telangana ,MEDAK,2009,Rabi       ,Safflower,6696,2839
Maharashtra,BHANDARA,2004,Rabi       ,Other  Rabi pulses,9700,2100
Assam,LAKHIMPUR,2002,Kharif     ,Jute,557,3183
Odisha,DEOGARH,2000,Rabi       ,Sunflower,50,20
West Bengal,HOOGHLY,2001,Whole Year ,Arecanut,178,338
Tamil Nadu,PERAMBALUR,2003,Whole Year ,Drum Stick,146,0
Chhattisgarh,KABIRDHAM,2009,Rabi       ,Safflower,7,2
Maharashtra,AURANGABAD,2006,Kharif     ,Bajra,123100,139400
Maharashtra,AHMEDNAGAR,1997,Summer     ,Maize,1100,1900
Uttar Pradesh,SANT KABEER NAGAR,1998,Summer     ,Maize,12,12
Gujarat,GANDHINAGAR,2003,Whole Year ,Dry chillies,1000,1200
Rajasthan,TONK,2001,Whole Year ,Dry chillies,1878,2361
Assam,JORHAT,2009,Kharif     ,Maize,62,32
Andhra Pradesh,VIZIANAGARAM,2003,Whole Year ,Sweet potato,38,275
Uttarakhand,CHAMPAWAT,2003,Whole Year ,Garlic,61,0
Arunachal Pradesh,LOHIT,2000,Whole Year ,Dry chillies,82,155
Chhattisgarh,BASTAR,2002,Whole Year ,Dry ginger,78,86
Assam,GOLAGHAT,2005,Kharif     ,Small millets,43,20
Andhra Pradesh,VIZIANAGARAM,2000,Rabi       ,Maize,1810,9745
Kerala,KOLLAM,2002,Whole Year ,Turmeric,258,449
Tamil Nadu,KANCHIPURAM,2003,Whole Year ,Turmeric,13,54
Maharashtra,BULDHANA,2003,Kharif     ,Sunflower,100,100
Gujarat,SURAT,2008,Kharif     ,Castor seed,200,500
Bihar,KATIHAR,1999,Kharif     ,Urad,4151,3063
Karnataka,BELLARY,2012,Kharif     ,Rice,78029,289394
Meghalaya,SOUTH WEST GARO HILLS,2014,Kharif     ,Cotton(lint),448,625
Jharkhand,KODERMA,2010,Rabi       ,Potato,238,1777
Bihar,BANKA,2004,Whole Year ,Onion,15,113
Uttar Pradesh,MAHARAJGANJ,2003,Summer     ,Onion,278,2831
Uttar Pradesh,BAGHPAT,2010,Kharif     ,Urad,486,328
Maharashtra,PARBHANI,2003,Kharif     ,Niger seed,2400,600
Madhya Pradesh,BALAGHAT,2009,Kharif     ,Horse-gram,1033,381
Bihar,SAHARSA,2005,Kharif     ,Maize,3567,12891
